date,open,high,low,close,volume
2019-06-14,122.0755,122.2959,121.0469,121.0901,6548166
2019-06-17,121.0123,121.2197,120.3294,120.5282,5561181
2019-06-18,121.4963,121.8162,120.8308,121.2111,7122711
2019-06-19,121.0209,121.8507,120.9345,121.4013,6393534
2019-06-20,122.0928,123.0868,121.8767,122.9226,7335108
2019-06-21,122.2743,123.1084,121.8853,122.8188,11272212
2019-06-24,123.1041,124.2105,122.8188,123.6573,5894220
2019-06-25,123.8388,125.3169,123.7696,124.6772,7517035
2019-06-26,124.3401,124.3401,121.6692,122.6114,7674128
2019-06-27,122.9398,123.1732,121.5352,121.6087,5233254
2019-06-28,121.6519,121.9631,119.72,120.3899,12792432
2019-07-01,121.1852,121.237,119.9059,120.4591,5869417
2019-07-02,120.3381,121.0382,119.88,121.0382,4501207
2019-07-03,121.8767,122.8966,121.6951,122.862,3436339
2019-07-05,122.5163,122.6232,121.3321,121.505,4652409
2019-07-08,121.116,121.9458,120.6968,121.8507,4078372
2019-07-09,122.2743,123.1473,121.7989,122.2311,4217453
2019-07-10,122.5509,122.7324,121.5914,122.0582,4867925
2019-07-11,121.8248,122.0582,120.1652,121.1074,5817022
2019-07-12,121.116,121.116,114.3739,116.0854,17774355
2019-07-15,117.0275,117.866,116.215,116.4397,10038224
2019-07-16,114.9012,115.6791,113.8812,114.5295,10212161
2019-07-17,114.5208,115.463,113.5873,113.9763,8861410
2019-07-18,114.2097,114.5381,113.3799,114.1578,6203256
2019-07-19,114.3134,114.4344,112.5328,112.6365,8339882
2019-07-22,112.3686,112.4982,110.5015,111.193,12625022
2019-07-23,111.1671,111.8931,110.7738,111.3659,5781339
2019-07-24,111.4005,112.187,111.1325,112.1784,6838620
2019-07-25,112.4204,113.691,112.0833,113.3366,8897800
2019-07-26,113.4922,113.4922,112.7921,112.9995,4894564
2019-07-29,113.2329,115.2296,112.5501,114.979,7831425
2019-07-30,114.5036,114.5208,113.4663,114.1664,5509611
2019-07-31,113.7861,114.0973,112.5241,112.5587,8559201
2019-08-01,112.5933,113.0082,111.5215,112.6192,7870057
2019-08-02,113.1119,113.6392,112.1698,113.2934,6574944
2019-08-05,113.1551,113.6305,111.5128,112.5068,9478241
2019-08-06,112.6624,113.4231,112.0142,113.0341,7880076
2019-08-07,111.8154,113.1508,110.804,112.5501,6771618
2019-08-08,113.2156,114.0498,112.5674,113.8207,5260024
2019-08-09,113.9244,114.7542,113.4317,114.1319,4677316
2019-08-12,113.6651,114.7024,113.4836,114.2297,6219688
2019-08-13,114.3566,115.9125,114.0973,115.3247,5101199
2019-08-14,114.5554,114.5641,112.4809,112.5933,7736220
2019-08-15,112.5155,113.2934,111.7203,112.8353,7251225
2019-08-16,113.6392,113.8121,112.8829,113.5441,5858863
2019-08-19,114.5295,114.59,113.9417,114.3134,4957986
2019-08-20,114.0627,114.6678,112.7662,112.8872,7302010
2019-08-21,113.838,114.4517,113.1033,113.691,6912851
2019-08-22,113.7515,114.2097,113.0607,113.4663,7213538
2019-08-23,113.2934,113.4577,109.8878,110.4064,15714276
2019-08-26,110.1385,110.709,109.4556,110.4669,8894690
2019-08-27,112.2648,114.443,111.5906,112.0574,20186781
2019-08-28,110.5188,111.3918,109.7841,111.2276,9885221
2019-08-29,111.3659,111.6771,109.6285,110.8473,6749890
2019-08-30,110.8732,111.5906,110.3113,110.951,7371081
2019-09-03,110.6312,111.4869,110.2163,111.2794,5710209
2019-09-04,111.9277,112.0142,110.709,111.3832,4807203
2019-09-05,112.2821,112.2821,110.9078,111.1411,4754074
2019-09-06,111.4005,111.703,110.7003,110.8213,6758329
2019-09-09,110.6398,110.7781,109.421,109.7322,7683867
2019-09-10,110.0952,111.9796,109.2049,111.9796,8239477
2019-09-11,112.2475,113.4749,111.5733,113.3799,6201271
2019-09-12,113.5441,113.8985,112.4204,112.7402,5249672
2019-09-13,113.5182,113.7256,112.334,113.0428,5369774
2019-09-16,112.4636,113.0168,111.7894,111.9709,5101689
2019-09-17,112.0228,112.8007,111.5993,112.0833,5002481
2019-09-18,112.2821,112.8526,111.314,112.7229,4450470
2019-09-19,112.0487,113.3972,111.8154,112.4636,4857135
2019-09-20,113.2329,114.0973,112.6192,113.7948,12244854
2019-09-23,113.2502,114.1405,112.7921,113.8726,5420693
2019-09-24,114.1837,114.7715,113.5268,113.7083,7131378
2019-09-25,113.6651,113.7299,112.5674,113.2243,4559488
2019-09-26,113.3107,113.5002,110.6657,111.3745,7705784
2019-09-27,111.1671,111.8499,109.5161,111.1584,6006547
2019-09-30,111.5647,112.6106,111.5042,111.8326,6825480
2019-10-01,112.3858,113.06,112.1697,112.3599,7703592
2019-10-02,114.7542,116.4311,113.4231,114.0973,12088624
2019-10-03,113.7861,114.4184,112.3772,113.3972,7350005
2019-10-04,113.5268,115.584,113.449,115.5322,7239215
2019-10-07,115.0395,115.6748,114.2223,115.1,5436611
2019-10-08,114.4863,115.1907,113.6565,113.959,7903562
2019-10-09,113.3539,113.449,111.0893,111.6943,7851918
2019-10-10,111.461,112.4705,111.1844,111.556,5265501
2019-10-11,113.3539,114.6332,113.0773,113.5182,7187281
2019-10-14,113.5441,113.5441,112.7316,112.9909,5850110
2019-10-15,114.9617,116.0421,114.1837,114.8234,10044171
2019-10-16,116.604,118.0648,115.6532,116.8374,12463359
2019-10-17,117.5202,118.8427,117.2523,117.7017,8612172
2019-10-18,115.2296,116.161,110.3805,110.3805,25866848
2019-10-21,111.2189,112.0833,109.8273,110.6571,14106326
2019-10-22,111.2967,112.8353,110.7176,111.6771,7625439
2019-10-23,112.0747,112.7834,111.5647,112.2821,6721296
2019-10-24,112.7316,112.8699,108.9975,110.2076,12144516
2019-10-25,110.4929,111.5906,110.0434,110.9423,6946727
2019-10-28,111.1757,112.3686,111.0806,111.6598,7875903
2019-10-29,112.1092,112.3426,111.1239,111.6117,4448464
2019-10-30,115.221,115.4198,113.8639,114.8234,9625878
2019-10-31,114.4258,114.8234,113.1378,114.1319,7686593
2019-11-01,114.1405,114.9617,113.3539,113.4058,5540679
2019-11-04,113.9244,114.0541,112.4463,112.5674,6139403
2019-11-05,112.8267,113.6392,112.092,112.7316,6251180
2019-11-06,112.7316,113.6478,112.1092,113.1983,5449972
2019-11-07,113.8639,114.4258,113.2416,113.6046,5873726
2019-11-08,113.4922,114.9962,113.207,114.9617,5002928
2019-11-11,114.3307,114.5508,113.5182,114.08,4368140
2019-11-12,114.0973,114.1751,113.2502,113.5355,5228727
2019-11-13,113.2675,113.6539,112.9909,113.4663,5921189
2019-11-14,113.2589,113.5441,112.4896,113.1983,4217462
2019-11-15,113.449,116.6645,113.0428,116.6386,10495109
2019-11-18,116.0162,117.2868,114.6678,116.5435,9291804
2019-11-19,116.6904,116.8546,116.0076,116.5348,5191041
2019-11-20,116.7855,117.8487,115.8866,117.5029,7594445
2019-11-21,117.5029,118.2895,116.6904,117.9351,6424067
2019-11-22,118.1166,119.8281,117.987,119.344,9235789
2019-11-25,119.2915,119.805,118.5778,119.3959,6111905
2019-11-26,118.778,119.5352,117.6291,119.3872,10643924
2019-11-27,119.3785,120.3272,119.1522,119.892,5522950
2019-11-29,119.7615,120.3446,119.187,119.6657,3278854
2019-12-02,119.8659,119.979,119.1087,119.5526,4717081
2019-12-03,119.1609,119.6309,118.5081,119.3785,6414079
2019-12-04,120.5448,121.624,120.1444,121.3107,7257259
2019-12-05,121.2846,121.6284,120.0661,121.4674,5472944
2019-12-06,121.3803,123.2255,121.3803,122.1811,6640427
2019-12-09,122.1898,122.5553,121.9026,122.2855,4240984
2019-12-10,122.5466,122.7207,121.772,121.8416,5310334
2019-12-11,122.6598,123.5736,122.3986,122.7033,6498780
2019-12-12,122.9992,123.6433,122.4857,123.0166,5011366
2019-12-13,122.8077,123.417,122.1201,123.0514,4257188
2019-12-16,123.356,124.3308,123.1472,123.4083,5352878
2019-12-17,124.4614,125.3753,124.0436,124.9488,10720002
2019-12-18,125.0881,125.2273,124.2351,124.6268,7141074
2019-12-19,125.236,126.968,124.9923,126.5067,9414733
2019-12-20,127.8384,128.6739,126.028,127.1247,14482499
2019-12-23,126.8462,127.7339,126.4981,127.4554,6558748
2019-12-24,127.0725,127.0812,126.4284,127.0116,4238924
2019-12-26,127.0464,127.2315,126.3414,126.9245,3019298
2019-12-27,127.2465,127.5512,126.6721,126.8549,3432681
2019-12-30,126.881,127.2465,126.2282,126.4632,2923349
2019-12-31,126.2892,127.0812,126.0106,126.9593,4434991
2020-01-02,126.9593,127.0899,126.2717,127.0464,5776962
2020-01-03,124.8966,126.5268,124.4614,125.5755,5752392
2020-01-06,125.3318,125.5058,124.3308,125.4188,7730593
2020-01-07,125.3405,126.5938,123.0514,126.1847,7385397
2020-01-08,126.089,127.0551,125.0706,126.1673,6605760
2020-01-09,126.8636,127.0986,126.1934,126.5416,6112742
2020-01-10,126.8549,127.2291,126.1151,126.2543,5042624
2020-01-13,126.6199,126.8897,125.9584,126.8114,4593245
2020-01-14,126.2456,127.6034,125.9671,127.5251,7037472
2020-01-15,127.4206,128.2866,127.2814,127.9515,4960248
2020-01-16,128.3084,129.5443,127.2465,128.9873,6476010
2020-01-17,129.17,130.0404,128.7523,129.8315,9083579
2020-01-21,129.318,130.7019,129.2484,129.9186,9529978
2020-01-22,127.6817,129.8402,127.0725,129.0308,10304806
2020-01-23,128.848,129.4834,127.7296,129.2745,8671208
2020-01-24,129.318,129.6357,128.7523,129.0917,9051928
2020-01-27,128.3954,130.0839,127.9428,129.466,7585884
2020-01-28,129.2136,131.05,128.9437,130.1187,7336569
2020-01-29,130.0752,131.5896,129.7967,131.0239,6288524
2020-01-30,130.58,130.9978,129.7271,130.8672,6470057
2020-01-31,130.3363,130.5539,129.3702,129.5704,8651722
2020-02-03,130.0491,130.9804,129.8924,130.7019,5765151
2020-02-04,131.8507,132.9474,131.5983,131.9465,6541394
2020-02-05,132.0509,134.0528,131.6941,134.0266,5979924
2020-02-06,134.2529,134.4705,132.9387,133.6263,6201072
2020-02-07,133.4609,133.561,131.903,132.1989,5699606
2020-02-10,132.0161,132.2163,131.3295,132.1728,4835632
2020-02-11,132.547,132.6254,131.8943,132.2859,3715329
2020-02-12,132.1815,132.4252,131.3546,131.5026,5166684
2020-02-13,130.6932,131.4634,130.4495,130.6322,5480205
2020-02-14,131.0413,131.1109,129.8141,130.6671,5716330
2020-02-18,130.963,131.198,129.7358,129.8054,7230679
2020-02-19,129.8663,130.345,129.318,129.6313,6115185
2020-02-20,129.3441,130.0143,128.2947,129.1352,7464688
2020-02-21,128.8915,130.7628,128.4128,130.493,7774872
2020-02-24,128.3378,130.5279,127.2428,127.821,10588834
2020-02-25,127.8911,128.5568,125.9989,126.7172,10529048
2020-02-26,127.3304,128.0926,125.7886,125.8674,10093699
2020-02-27,124.8863,126.8223,121.7238,121.8728,12564321
2020-02-28,118.5789,120.2696,114.6018,117.808,19820042
2020-03-02,118.0708,122.7576,117.3996,122.6612,11506198
2020-03-03,122.6437,123.5109,116.5991,118.7804,13659922
2020-03-04,120.6113,125.8324,120.1382,125.6922,10560253
2020-03-05,123.3445,124.9914,122.5035,124.4045,11338213
2020-03-06,121.3121,125.2805,120.3748,124.422,12237800
2020-03-09,119.4287,122.3633,118.1759,119.525,13844632
2020-03-10,122.6174,124.3519,117.589,124.0804,12694792
2020-03-11,120.9705,121.5486,115.1974,115.4603,17225225
2020-03-12,111.5269,117.1816,109.0653,109.8624,21527516
2020-03-13,113.2877,118.1935,109.1967,117.6416,20077612
2020-03-16,108.2506,117.1773,107.2519,111.3692,18831801
2020-03-17,112.6132,119.8141,111.9649,119.6564,18908704
2020-03-18,114.777,118.8501,112.7533,118.2285,17517697
2020-03-19,118.2548,118.2548,110.5107,111.2991,18472429
2020-03-20,111.1064,111.6408,103.485,105.0268,19781100
2020-03-23,102.4951,103.8617,95.627,97.3616,20804628
2020-03-24,104.0369,104.8165,99.7443,104.4048,17591238
2020-03-25,104.1683,108.5922,102.233,104.5975,13982393
2020-03-26,105.6225,111.3429,105.456,110.8786,15066578
2020-03-27,106.5686,111.7985,105.6312,107.8914,12130223
2020-03-30,112.5343,117.3788,111.6933,116.5202,21654258
2020-03-31,118.2548,118.8853,113.9272,114.8733,15717779
2020-04-01,111.8685,114.0849,109.9413,112.8409,12602084
2020-04-02,113.1125,117.3875,111.4481,116.6429,11590925
2020-04-03,115.9684,118.0752,115.2675,117.5364,10068187
2020-04-06,120.0244,123.4934,118.7366,122.4334,14988342
2020-04-07,122.521,124.422,120.2434,120.4361,11558850
2020-04-08,120.6726,126.2617,120.2784,125.4995,10755259
2020-04-09,126.1565,127.3917,122.889,123.7212,11122962
2020-04-13,122.6437,123.9489,120.7518,122.4422,8137084
2020-04-14,127.3917,129.1438,126.1916,127.9261,13821935
2020-04-15,127.5056,129.573,125.7448,129.354,11950329
2020-04-16,129.9234,131.9996,128.2853,131.1148,12152056
2020-04-17,133.1472,133.4188,131.0535,133.1735,10916140
2020-04-20,132.2186,134.032,131.4828,132.8669,12222908
2020-04-21,131.5091,132.8406,130.1512,131.1236,9944599
2020-04-22,133.8656,135.7841,132.9195,134.0233,11500550
2020-04-23,135.127,137.5361,134.6442,136.2308,10692667
2020-04-24,136.2834,136.9229,134.5927,135.6614,8652827
2020-04-27,135.6176,136.7039,134.908,135.1621,8921154
2020-04-28,132.499,134.1196,132.0172,132.6216,8555906
2020-04-29,132.6128,132.8319,130.6681,131.6142,9277877
2020-04-30,130.0549,131.7806,128.916,131.439,14826054
2020-05-01,131.071,131.1148,128.5919,129.9059,7307309
2020-05-04,130.3264,130.598,128.8547,129.8884,7195484
2020-05-05,130.5279,132.0872,130.2125,130.9659,6561193
2020-05-06,131.4039,131.6843,129.6869,129.722,6190061
